,Diện tích sử dụng,Diện tích đất,Phòng ngủ,Nhà tắm,Pháp lý,Ngày đăng,Mã BĐS,address,price
13412,,"160 m2 (4,5x38)",4,4,Không xác định,18/07/2023,21504699," Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",22 tỷ 500 triệu
13413,,"63,8 m2 (5x12,6)",3,4,Sổ hồng,18/07/2023,22237853," Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",1 tỷ 650 triệu
13414,72 m2,,2,2,Sổ hồng,18/07/2023,22240124," Tân Hương, Phường Tân Quý, Quận Tân Phú, TPHCM",1 tỷ 270 triệu
13415,,57 m2,3,3,Sổ hồng,18/07/2023,22258128," Phổ Quang, Phường 2, Quận Tân Bình, TPHCM",3 tỷ 150 triệu
13416,96 m2,,2,2,Sổ hồng,18/07/2023,22246972," Lê Đại Hành, Phường 15, Quận 11, TPHCM",1 tỷ 690 triệu
13417,,52 m2 (4x13),3,4,Sổ hồng,18/07/2023,22245562," Thích Quảng Đức, Phường 5, Quận Phú Nhuận, TPHCM",2 tỷ 130 triệu
13418,114 m2,,3,2,Sổ hồng,18/07/2023,22255483," Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TPHCM",2 tỷ 540 triệu
13419,1 m2,,3,2,Sổ hồng,18/07/2023,22247818," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 200 triệu
13420,,55 m2 (5x11),3,4,Sổ hồng,18/07/2023,22248518," Vũ Tông Phan, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",2 tỷ 580 triệu
13421,1 m2,,3,,Sổ hồng,18/07/2023,22246620," Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 690 triệu
13422,296 m2,"82 m2 (5,9x14)",4,4,Sổ hồng,18/07/2023,22255160," Vườn Chuối, Phường 4, Quận 3, TPHCM",20 tỷ
13423,62 m2,,1,1,Sổ hồng,18/07/2023,21938211," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",2 tỷ 50 triệu
13424,,50 m2 (1x1),2,3,Sổ hồng,18/07/2023,22231094," Nguyễn Bỉnh Khiêm, Phường Bến Nghé, Quận 1, TPHCM",1 tỷ 700 triệu
13425,71 m2,,2,2,Sổ hồng,18/07/2023,22257091," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1 tỷ 675 triệu
13426,,"67 m2 (4x15,6)",,,Sổ hồng,18/07/2023,20460504," Lã Xuân Oai, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM",3 tỷ 300 triệu
13427,,"150 m2 (10,5x15)",5,5,Sổ hồng,18/07/2023,22247672," Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, TPHCM",11 tỷ
13428,,"59 m2 (5x11,8)",3,3,Sổ hồng,18/07/2023,22232220," Trần Bình Trọng, Phường 2, Quận 5, TPHCM",1 tỷ 640 triệu
13429,1 m2,,2,2,Sổ hồng,18/07/2023,22257852," Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TPHCM",1 tỷ 279 triệu
13430,375 m2,75 m2 (5x15),5,4,Sổ đỏ,18/07/2023,22235848," Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",14 tỷ 680 triệu
13431,48 m2,48 m2 (4x12),,,Sổ đỏ,18/07/2023,22215740," Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",4 tỷ 150 triệu
13432,95 m2,,2,2,Sổ hồng,18/07/2023,22251921," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",2 tỷ 360 triệu
13433,200 m2,"200 m2 (9,8x18)",1,,Sổ đỏ,18/07/2023,22063720," Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",28 tỷ
13434,103 m2,,3,2,Sổ hồng,18/07/2023,22256217," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 600 triệu
13435,120 m2,,3,2,Sổ hồng,18/07/2023,22059603," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",26 triệu
13436,110 m2,,2,2,Sổ đỏ,18/07/2023,22243298," Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",4 tỷ 150 triệu
13437,1 m2,,2,2,Không xác định,18/07/2023,22240031," Phổ Quang, Phường 2, Quận Tân Bình, TPHCM",2 tỷ 235 triệu
13438,1 m2,,2,2,Không xác định,18/07/2023,22243217," Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, TPHCM",1 tỷ 790 triệu
13439,,120 m2 (10x12),7,7,Sổ hồng,18/07/2023,22235715," Nguyễn Đình Chiểu, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM",78 tỷ
13440,,30 m2 (6x5),2,4,Sổ đỏ,18/07/2023,22223021," Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, TPHCM",5 tỷ 190 triệu
13441,238 m2,222 m2 (6x28),12,12,Sổ hồng,18/07/2023,22123454," Bùi Quang Là, Phường 12, Quận Gò Vấp, TPHCM",12 tỷ
13442,,"56 m2 (5x11,2)",3,3,Sổ hồng,18/07/2023,22257021," Nguyễn Hữu Hào, Phường 12, Quận 4, TPHCM",1 tỷ 480 triệu
13443,,"58,6 m2 (4,8x12,2)",5,5,Sổ hồng,18/07/2023,22227174," Lê Hồng Phong, Phường 10, Quận 10, TPHCM",2 tỷ 250 triệu
13444,300 m2,"80 m2 (4,5x18)",5,6,Sổ hồng,18/07/2023,22174926," Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TPHCM",7 tỷ 500 triệu
13445,149 m2,81 m2 (4x20),3,3,Sổ hồng,18/07/2023,22142598," Lê Thúc Hoạch, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",7 tỷ 800 triệu
13446,72 m2,,2,2,Sổ hồng,18/07/2023,22253392," Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",1 tỷ 269 triệu
13447,223 m2,80 m2 (4x20),2,2,Sổ hồng,18/07/2023,22032058," Đường số 1, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM",14 tỷ 200 triệu
13448,,"52 m2 (3,5x18)",6,4,Sổ đỏ,18/07/2023,22125708," Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",5 tỷ 299 triệu
13449,"99,9 m2","68,7 m2 (4x16,8)",2,3,Sổ hồng,18/07/2023,22242307,"Lý Chính Thắng Đường 3 Tháng 2, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",5 tỷ 300 triệu
13450,1 m2,,2,2,Không xác định,18/07/2023,22258044," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",2 tỷ 49 triệu
13451,,"50,4 m2 (4,5x11)",2,3,Sổ hồng,18/07/2023,22256533," Lý Văn Phức, Phường Tân Định, Quận 1, TPHCM",1 tỷ 780 triệu
13452,,50 m2 (1x1),3,3,Sổ hồng,18/07/2023,22228959," Nguyễn Thị Tần, Phường 2, Quận 8, TPHCM",1 tỷ 715 triệu
13453,1 m2,,3,,Sổ hồng,18/07/2023,22246620," Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 690 triệu
13454,296 m2,"82 m2 (5,9x14)",4,4,Sổ hồng,18/07/2023,22255160," Vườn Chuối, Phường 4, Quận 3, TPHCM",20 tỷ
13455,62 m2,,1,1,Sổ hồng,18/07/2023,21938211," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",2 tỷ 50 triệu
13456,,50 m2 (1x1),2,3,Sổ hồng,18/07/2023,22231094," Nguyễn Bỉnh Khiêm, Phường Bến Nghé, Quận 1, TPHCM",1 tỷ 700 triệu
13457,71 m2,,2,2,Sổ hồng,18/07/2023,22257091," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1 tỷ 675 triệu
13458,,"67 m2 (4x15,6)",,,Sổ hồng,18/07/2023,20460504," Lã Xuân Oai, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM",3 tỷ 300 triệu
13459,,"150 m2 (10,5x15)",5,5,Sổ hồng,18/07/2023,22247672," Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, TPHCM",11 tỷ
13460,,"59 m2 (5x11,8)",3,3,Sổ hồng,18/07/2023,22232220," Trần Bình Trọng, Phường 2, Quận 5, TPHCM",1 tỷ 640 triệu
13461,1 m2,,2,2,Sổ hồng,18/07/2023,22257852," Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TPHCM",1 tỷ 279 triệu
13462,375 m2,75 m2 (5x15),5,4,Sổ đỏ,18/07/2023,22235848," Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",14 tỷ 680 triệu
13463,48 m2,48 m2 (4x12),,,Sổ đỏ,18/07/2023,22215740," Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",4 tỷ 150 triệu
13464,95 m2,,2,2,Sổ hồng,18/07/2023,22251921," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",2 tỷ 360 triệu
13465,200 m2,"200 m2 (9,8x18)",1,,Sổ đỏ,18/07/2023,22063720," Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",28 tỷ
13466,103 m2,,3,2,Sổ hồng,18/07/2023,22256217," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 600 triệu
13467,120 m2,,3,2,Sổ hồng,18/07/2023,22059603," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",26 triệu
13468,110 m2,,2,2,Sổ đỏ,18/07/2023,22243298," Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",4 tỷ 150 triệu
13469,1 m2,,2,2,Không xác định,18/07/2023,22240031," Phổ Quang, Phường 2, Quận Tân Bình, TPHCM",2 tỷ 235 triệu
13470,1 m2,,2,2,Không xác định,18/07/2023,22243217," Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, TPHCM",1 tỷ 790 triệu
13471,,120 m2 (10x12),7,7,Sổ hồng,18/07/2023,22235715," Nguyễn Đình Chiểu, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM",78 tỷ
13472,,30 m2 (6x5),2,4,Sổ đỏ,18/07/2023,22223021," Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, TPHCM",5 tỷ 190 triệu
13473,238 m2,222 m2 (6x28),12,12,Sổ hồng,18/07/2023,22123454," Bùi Quang Là, Phường 12, Quận Gò Vấp, TPHCM",12 tỷ
13474,,"56 m2 (5x11,2)",3,3,Sổ hồng,18/07/2023,22257021," Nguyễn Hữu Hào, Phường 12, Quận 4, TPHCM",1 tỷ 480 triệu
13475,,"58,6 m2 (4,8x12,2)",5,5,Sổ hồng,18/07/2023,22227174," Lê Hồng Phong, Phường 10, Quận 10, TPHCM",2 tỷ 250 triệu
13476,300 m2,"80 m2 (4,5x18)",5,6,Sổ hồng,18/07/2023,22174926," Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TPHCM",7 tỷ 500 triệu
13477,149 m2,81 m2 (4x20),3,3,Sổ hồng,18/07/2023,22142598," Lê Thúc Hoạch, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",7 tỷ 800 triệu
13478,72 m2,,2,2,Sổ hồng,18/07/2023,22253392," Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",1 tỷ 269 triệu
13479,223 m2,80 m2 (4x20),2,2,Sổ hồng,18/07/2023,22032058," Đường số 1, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM",14 tỷ 200 triệu
13480,,"52 m2 (3,5x18)",6,4,Sổ đỏ,18/07/2023,22125708," Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",5 tỷ 299 triệu
13481,"99,9 m2","68,7 m2 (4x16,8)",2,3,Sổ hồng,18/07/2023,22242307,"Lý Chính Thắng Đường 3 Tháng 2, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",5 tỷ 300 triệu
13482,1 m2,,2,2,Không xác định,18/07/2023,22258044," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",2 tỷ 49 triệu
13483,,"50,4 m2 (4,5x11)",2,3,Sổ hồng,18/07/2023,22256533," Lý Văn Phức, Phường Tân Định, Quận 1, TPHCM",1 tỷ 780 triệu
13484,,50 m2 (1x1),3,3,Sổ hồng,18/07/2023,22228959," Nguyễn Thị Tần, Phường 2, Quận 8, TPHCM",1 tỷ 715 triệu
13485,,35 m2 (4x8),3,2,Sổ đỏ,18/07/2023,22021264," Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",2 tỷ 750 triệu
13486,,"53 m2 (5x10,5)",3,5,Sổ hồng,18/07/2023,21504777," Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",7 tỷ 150 triệu
13487,,"51,7 m2 (4x12,8)",2,3,Sổ hồng,18/07/2023,22237814," Lê Quang Định, Phường 11, Quận Bình Thạnh, TPHCM",1 tỷ 790 triệu
13488,78 m2,,3,2,Sổ hồng,18/07/2023,22240085," Lũy Bán Bích, Phường Phú Thạnh, Quận Tân Phú, TPHCM",1 tỷ 40 triệu
13489,,54 m2,3,3,Sổ hồng,18/07/2023,22258134," Phan Văn Trị, Phường 7, Quận Gò Vấp, TPHCM",1 tỷ 780 triệu
13490,68 m2,,2,2,Sổ hồng,18/07/2023,22246919," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",1 tỷ 270 triệu
13491,,52 m2 (4x13),2,2,Sổ hồng,18/07/2023,22245207," Lê Hồng Phong, Phường 2, Quận 5, TPHCM",1 tỷ 650 triệu
13492,,48 m2 (4x12),4,3,Sổ hồng,18/07/2023,22255430," Hồ Văn Huê, Phường 9, Quận Phú Nhuận, TPHCM",1 tỷ 480 triệu
13493,1 m2,,3,2,Không xác định,18/07/2023,22247788," Nguyễn Văn Luông, Phường 12, Quận 6, TPHCM",2 tỷ 589 triệu
13494,70 m2,,2,2,Sổ hồng,18/07/2023,22248456," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",1 tỷ 490 triệu
13495,1 m2,,3,2,Sổ hồng,18/07/2023,22246605," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 499 triệu
13496,296 m2,78 m2 (5x17),4,4,Sổ hồng,18/07/2023,22255173," Trần Hưng Đạo, Phường 7, Quận 5, TPHCM",38 tỷ
13497,55 m2,,2,2,Sổ hồng,18/07/2023,21978777," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",1 tỷ 400 triệu
13498,,67 m2 (1x1),2,3,Sổ hồng,18/07/2023,22230012," Hoàng Diệu 2, Phường Linh Trung, Quận Thủ Đức (TP. Thủ Đức), TPHCM",2 tỷ 150 triệu
13499,,63 m2,3,3,Sổ hồng,18/07/2023,22255987," Nguyễn Tri Phương, Phường 5, Quận 10, TPHCM",1 tỷ 534 triệu
13500,65 m2,"65 m2 (4x15,2)",,,Sổ hồng,18/07/2023,20362584," Lò Lu, Phường Trường Thạnh, Quận 9 (TP. Thủ Đức), TPHCM",3 tỷ 300 triệu
13501,,1700 m2 (21x80),10,10,Sổ hồng,18/07/2023,22251603," Võ Thị Thừa, Phường An Phú Đông, Quận 12, TPHCM",85 tỷ
13502,72 m2,,2,2,Sổ hồng,18/07/2023,22230596," Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, TPHCM",1 tỷ 90 triệu
13503,1 m2,,2,2,Hợp đồng mua bán,18/07/2023,22257849," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 299 triệu
13504,105 m2,105 m2 (5x21),,,Sổ đỏ,18/07/2023,22237334," Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",19 tỷ
13505,72 m2,,2,2,Giấy tờ hợp lệ,18/07/2023,22251917," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",1 tỷ 660 triệu
13506,42 m2,"42 m2 (4,2x9)",4,4,Sổ đỏ,18/07/2023,22209632," Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",4 tỷ 800 triệu
13507,237 m2,"237 m2 (15x15,5)",,,Sổ đỏ,18/07/2023,22056262," Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",99 tỷ
13508,103 m2,,3,2,Sổ hồng,18/07/2023,22256220," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 500 triệu
13509,128 m2,,3,2,Sổ hồng,18/07/2023,22059619," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",7 tỷ 800 triệu
13510,80 m2,,3,2,Sổ đỏ,18/07/2023,22253580," Nghĩa Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",2 tỷ 50 triệu
13511,1 m2,,2,2,Không xác định,18/07/2023,22240037," Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TPHCM",2 tỷ 170 triệu
13512,1 m2,,2,2,Sổ hồng,18/07/2023,22243246," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",2 tỷ 169 triệu
13513,,"110 m2 (7x16,5)",6,6,Sổ hồng,18/07/2023,22253888," Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",51 tỷ
13514,60 m2,"30 m2 (4x7,5)",2,2,Sổ đỏ,18/07/2023,22207989," Duy Tân, Phường 15, Quận Phú Nhuận, TPHCM",5 tỷ 890 triệu
13515,193 m2,"57 m2 (3,5x17)",5,6,Sổ hồng,18/07/2023,22084466," Cô Bắc, Phường 2, Quận Phú Nhuận, TPHCM",9 tỷ 900 triệu
13516,,"58 m2 (5x11,6)",3,3,Sổ hồng,18/07/2023,22257004," Bàu Cát, Phường 14, Quận Tân Bình, TPHCM",1 tỷ 520 triệu
13517,,"61,2 m2 (4,5x13,5)",3,4,Sổ hồng,18/07/2023,22227188," Lạc Long Quân, Phường 5, Quận 11, TPHCM",1 tỷ 750 triệu
13518,70 m2,,3,2,Sổ hồng,18/07/2023,22253373," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",1 tỷ 105 triệu
13519,158 m2,"66 m2 (4,3x14)",5,4,Sổ hồng,18/07/2023,22142587," Văn Cao, Phường Phú Thạnh, Quận Tân Phú, TPHCM",6 tỷ 600 triệu
13520,125 m2,"43 m2 (5,3x8)",4,4,Sổ hồng,18/07/2023,21994020," Lê Sát, Phường Tân Quý, Quận Tân Phú, TPHCM",6 tỷ 800 triệu
13521,,35 m2 (5x5),4,4,Sổ đỏ,18/07/2023,22034235," Nguyễn Cao, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",4 tỷ 500 triệu
13522,1 m2,,2,2,Sổ hồng,18/07/2023,22258034," Nguyễn Khoái, Phường 1, Quận 4, TPHCM",1 tỷ 790 triệu
13523,240 m2,"80 m2 (5,7x14)",4,5,Sổ hồng,18/07/2023,22202332,"1 Quang Trung, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",7 tỷ 900 triệu
13524,,53 m2 (4x13),3,3,Sổ hồng,18/07/2023,22256530," Bùi Quang Là, Phường 12, Quận Gò Vấp, TPHCM",1 tỷ 485 triệu
13525,,49 m2 (1x1),3,3,Sổ hồng,18/07/2023,22229123," Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM",2 tỷ 115 triệu
13526,,"33 m2 (3,3x10)",3,3,Sổ đỏ,18/07/2023,21950682," Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",2 tỷ 850 triệu
13527,,82 m2 (4x20),5,7,Sổ hồng,18/07/2023,21506185," Tân Thụy, Phường Phúc Đồng, Quận Long Biên, Hà Nội",7 tỷ 550 triệu
13528,77 m2,,2,2,Sổ hồng,18/07/2023,22237797," Hoàng Sa, Phường 12, Quận 3, TPHCM",1 tỷ 749 triệu
13529,,54 m2,3,3,Sổ hồng,18/07/2023,22258715," Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, TPHCM",2 tỷ 150 triệu
13530,,"68 m2 (5x13,6)",4,4,Sổ hồng,18/07/2023,22237793," Nguyễn Khoái, Phường 2, Quận 4, TPHCM",1 tỷ 420 triệu
13531,98 m2,,3,2,Sổ hồng,18/07/2023,22242751," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",2 tỷ 980 triệu
13532,146 m2,,3,2,Sổ hồng,18/07/2023,22255522," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 865 triệu
13533,98 m2,,3,2,Sổ hồng,18/07/2023,22247032," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 170 triệu
13534,1 m2,,3,2,Sổ hồng,18/07/2023,22247761," Tân Hòa Đông, Phường 13, Quận 6, TPHCM",1 tỷ 700 triệu
13535,,"50 m2 (4x12,6)",3,4,Sổ hồng,18/07/2023,22248324," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",1 tỷ 890 triệu
13536,1 m2,,3,2,Sổ hồng,18/07/2023,22246593," Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TPHCM",2 tỷ 299 triệu
13537,296 m2,81 m2 (4x19),4,4,Sổ hồng,18/07/2023,22005675," Lý Chiêu Hoàng, Phường 10, Quận 6, TPHCM",13 tỷ 800 triệu
13538,77 m2,,2,2,Sổ hồng,18/07/2023,21877415," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",2 tỷ 650 triệu
13539,,53 m2 (1x1),2,3,Sổ hồng,18/07/2023,22230027," Nguyễn Khắc Nhu, Phường Cô Giang, Quận 1, TPHCM",2 tỷ 200 triệu
13540,62 m2,,2,2,Sổ hồng,18/07/2023,22257051," Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, TPHCM",1 tỷ 660 triệu
13541,,125 m2 (5x25),15,15,Sổ hồng,18/07/2023,22251683," Đường số 30, Phường 6, Quận Gò Vấp, TPHCM",17 tỷ 800 triệu
13542,,"70 m2 (4,5x16)",2,2,Sổ hồng,18/07/2023,22201839," Tăng Nhơn Phú, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",5 tỷ 750 triệu
13543,1 m2,,2,2,Không xác định,18/07/2023,22240037," Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TPHCM",2 tỷ 170 triệu
13544,1 m2,,2,2,Sổ hồng,18/07/2023,22243246," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",2 tỷ 169 triệu
13545,,"110 m2 (7x16,5)",6,6,Sổ hồng,18/07/2023,22253888," Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",51 tỷ
13546,60 m2,"30 m2 (4x7,5)",2,2,Sổ đỏ,18/07/2023,22207989," Duy Tân, Phường 15, Quận Phú Nhuận, TPHCM",5 tỷ 890 triệu
13547,193 m2,"57 m2 (3,5x17)",5,6,Sổ hồng,18/07/2023,22084466," Cô Bắc, Phường 2, Quận Phú Nhuận, TPHCM",9 tỷ 900 triệu
13548,,"58 m2 (5x11,6)",3,3,Sổ hồng,18/07/2023,22257004," Bàu Cát, Phường 14, Quận Tân Bình, TPHCM",1 tỷ 520 triệu
13549,,"61,2 m2 (4,5x13,5)",3,4,Sổ hồng,18/07/2023,22227188," Lạc Long Quân, Phường 5, Quận 11, TPHCM",1 tỷ 750 triệu
13550,70 m2,,3,2,Sổ hồng,18/07/2023,22253373," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",1 tỷ 105 triệu
13551,158 m2,"66 m2 (4,3x14)",5,4,Sổ hồng,18/07/2023,22142587," Văn Cao, Phường Phú Thạnh, Quận Tân Phú, TPHCM",6 tỷ 600 triệu
13552,125 m2,"43 m2 (5,3x8)",4,4,Sổ hồng,18/07/2023,21994020," Lê Sát, Phường Tân Quý, Quận Tân Phú, TPHCM",6 tỷ 800 triệu
13553,,35 m2 (5x5),4,4,Sổ đỏ,18/07/2023,22034235," Nguyễn Cao, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",4 tỷ 500 triệu
13554,1 m2,,2,2,Sổ hồng,18/07/2023,22258034," Nguyễn Khoái, Phường 1, Quận 4, TPHCM",1 tỷ 790 triệu
13555,240 m2,"80 m2 (5,7x14)",4,5,Sổ hồng,18/07/2023,22202332,"1 Quang Trung, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",7 tỷ 900 triệu
13556,,53 m2 (4x13),3,3,Sổ hồng,18/07/2023,22256530," Bùi Quang Là, Phường 12, Quận Gò Vấp, TPHCM",1 tỷ 485 triệu
13557,,49 m2 (1x1),3,3,Sổ hồng,18/07/2023,22229123," Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM",2 tỷ 115 triệu
13558,,"33 m2 (3,3x10)",3,3,Sổ đỏ,18/07/2023,21950682," Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",2 tỷ 850 triệu
13559,,82 m2 (4x20),5,7,Sổ hồng,18/07/2023,21506185," Tân Thụy, Phường Phúc Đồng, Quận Long Biên, Hà Nội",7 tỷ 550 triệu
13560,77 m2,,2,2,Sổ hồng,18/07/2023,22237797," Hoàng Sa, Phường 12, Quận 3, TPHCM",1 tỷ 749 triệu
13561,,54 m2,3,3,Sổ hồng,18/07/2023,22258715," Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, TPHCM",2 tỷ 150 triệu
13562,,"68 m2 (5x13,6)",4,4,Sổ hồng,18/07/2023,22237793," Nguyễn Khoái, Phường 2, Quận 4, TPHCM",1 tỷ 420 triệu
13563,98 m2,,3,2,Sổ hồng,18/07/2023,22242751," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",2 tỷ 980 triệu
13564,146 m2,,3,2,Sổ hồng,18/07/2023,22255522," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 865 triệu
13565,98 m2,,3,2,Sổ hồng,18/07/2023,22247032," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 170 triệu
13566,1 m2,,3,2,Sổ hồng,18/07/2023,22247761," Tân Hòa Đông, Phường 13, Quận 6, TPHCM",1 tỷ 700 triệu
13567,,"50 m2 (4x12,6)",3,4,Sổ hồng,18/07/2023,22248324," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",1 tỷ 890 triệu
13568,1 m2,,3,2,Sổ hồng,18/07/2023,22246593," Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TPHCM",2 tỷ 299 triệu
13569,296 m2,81 m2 (4x19),4,4,Sổ hồng,18/07/2023,22005675," Lý Chiêu Hoàng, Phường 10, Quận 6, TPHCM",13 tỷ 800 triệu
13570,77 m2,,2,2,Sổ hồng,18/07/2023,21877415," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",2 tỷ 650 triệu
13571,,53 m2 (1x1),2,3,Sổ hồng,18/07/2023,22230027," Nguyễn Khắc Nhu, Phường Cô Giang, Quận 1, TPHCM",2 tỷ 200 triệu
13572,62 m2,,2,2,Sổ hồng,18/07/2023,22257051," Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, TPHCM",1 tỷ 660 triệu
13573,,125 m2 (5x25),15,15,Sổ hồng,18/07/2023,22251683," Đường số 30, Phường 6, Quận Gò Vấp, TPHCM",17 tỷ 800 triệu
